Linux 5.15.0-187-generic (node0.katieyan-315918.ldos-ut-pg0.wisc.cloudlab.us) 	09/14/26 	_x86_64_	(32 CPU)

05:02:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:56         30      0.00      0.00      0.00      0.00      0.00    100.00
05:02:56         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:56        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:57        all      3.39      0.00      1.29      0.00      0.00     95.33
05:02:57          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57          4     84.85      0.00     15.15      0.00      0.00      0.00
05:02:57          5     20.21      0.00     26.60      0.00      0.00     53.19
05:02:57          6      1.00      0.00      0.00      0.00      0.00     99.00
05:02:57          7      1.00      0.00      0.00      0.00      0.00     99.00
05:02:57          8      2.02      0.00      0.00      0.00      0.00     97.98
05:02:57          9      1.00      0.00      0.00      0.00      0.00     99.00
05:02:57         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         18      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         19      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         20      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         21      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         22      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         23      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         24      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         25      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         26      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         27      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         28      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         29      0.00      0.00      0.00      0.00      0.00    100.00
05:02:57         30      0.00      0.00      1.00      0.00      0.00     99.00
05:02:57         31      0.00      0.00      0.00      0.00      0.00    100.00

05:02:57        CPU     %user     %nice   %system   %iowait    %steal     %idle
05:02:58        all      3.29      0.00      1.28      0.00      0.00     95.43
05:02:58          0      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          1      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          2      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          3      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          4     81.37      0.00     17.65      0.00      0.00      0.98
05:02:58          5     22.58      0.00     24.73      0.00      0.00     52.69
05:02:58          6      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          7      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          8      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58          9      1.00      0.00      0.00      0.00      0.00     99.00
05:02:58         10      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         11      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         12      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         13      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         14      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         15      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         16      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         17      0.00      0.00      0.00      0.00      0.00    100.00
05:02:58         18      0.00      0.00      0.00      0.00      0.00    100.00
